bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,hst,hst,hst,hst,hst,bt,bt,hst,hst,hst,hst,hst,bb,bb
bb,bb,hst,bw,bt,bw,bt,bw,bw,bt,bw,bt,bw,hst,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,0,bt,bw,bt,bw,bt,bw,bw,bt,bw,bt,bw,bt,0,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,bb,hst,bw,bt,bw,bt,bw,bw,bt,bw,bt,bw,hst,bb,bb
bb,bb,hst,hst,hst,hst,hst,bt,bt,hst,hst,hst,hst,hst,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
